ID;Saran
8458;sudah sangat baik
8459;sudah sangat baik
8460;sudah sangat baik hanya kurang tepat kehadiran dosen
8461;sudah sangat baik
8462;sebaiknya waktu kehadiran dosen lebih tepat lagi
8463;favorite
8464;favorite
8465;favorite
8466;favorit
8467;Terimakasih
8468;favorit
8469;makasih banyak pak
8470;"mungkin bila berkenan , membuat video untuk tutorial pemrograman secara step by step , dan analogi\"" yang benar\"" sangat mudah dipahami oleh mahasiswa yang memang kurang mampu dalam pemrograman "
8471;saran saya , perbanyak contoh soal untuk aljabar relasi 
8472;Mantap
8473;Makasih pak
8474;Dosennya sangat baik
8475;Saya pribadi kurang mengikuti matkul tersebut sehingga kurangnya sosialisasi dan ketinggalan pelajaran
8476;Penjelasannya kurang masuk
8477;Saya pribadi kurang memahami materi ini
8478;Saya pribadi kurang sosialisasi dengan dosen tersebut
8479;Dosennya sangat baik
8480;.
8481;Mohon dipertahankan
8482;Mohon dipertahankan
8483;Mohon dipertahankan
8484;-
8485;-
8486;-
8487;-
8488;-
8489;Waktu yang kurang tepat
8490;Dosennya baik dan cepat memahami materinya 
8491;Dosennya baik dan cepat memahami materinya 
8492;Dosennya baik dan cepat memahami materinya 
8493;Dosennya baik dan cepat memahami materinya 
8494;Dosennya baik dan cepat memahami materinya 
8495;Dosen baik
8496;Dosennya baik dan cepat memahami materinya 
8497;Baik
8498;Dosennya baik dan cepat memahami materinya 
8499;Mantap
8500;Dosennya baik dan cepat memahami materinya 
8501;Rajin sekali
8502;Dosennya baik dan cepat memahami materinya 
8503;Baik
8504;good
8505;Sangat Baik
8506;Cukup baik
8507;Sangat baik
8508;Cukup Baik
8509;Sangat baik
8510;Cukup baik
8511;Cukup baik
8512;Pelayanan cukup baik
8513;Dosen sangat baik dalam mengajarkan selama pelajaran online berlangsung 
8514;Dosen sangat baik dalam mengajarkan selama pelajaran online berlangsung 
8515;Dosen sangat baik dalam mengajarkan selama pelajaran online berlangsung 
8516;Dosen sangat baik dalam mengajarkan selama pelajaran online berlangsung 
8517;Dosen sangat baik dalam mengajarkan selama pelajaran online berlangsung 
8518;Dosen sangat baik dalam melakukan pembelajaran online 
8519;Baik
8520;Baik
8521;materi yang disampaikan mudah dipahami
8522;bahan materi kurang lengkap
8523;materi yang disampaikan mudah dipahami
8524;penyampaian materi cukup mudah dipahami
8525;bahan materi yang di berikan kurang jelas
8526;Baguss
8527;penyampaian materi dari dosennya sangat mudah dimengerti
8528;saran dibuatkan video praktek untuk setiap materi agar dapat di pelajari secara mandiri 
8529;penjelasan cukup di mengerti 
8530;baik
8531;sangat baik 
8532;Dosen sangat baik 
8533;Sangat baik
8534;Sangat baik dan jelas dalam menerangkan mata kuliah yg diajar
8535;   
8536;   
8537;    
8538;   
8539;   
8540;       
8541;   
8542;avfsdv
8543;afd
8544;czvdgv
8545;hmv
8546;nope
8547;nope
8548;"hello world<br />
"
8549;Dosen dapat membimbing dan mengajar mahasiswa dengan baik
8550;Good
8551;Good
8552;Tetap menjadi dosen yang baik
8553;Pak agus sangat baik dalam memberikan pengajaran terhadap mahasiswa dan sangat transparansi nilai terhadap mahasiswa, semoga semua dosen juga dapat transparansi nilai seperti pak agus
8554;baik
8555;baik
8556;Baik
8557;Tidak ada
8558;Tidak ada
8559;Tidak ada
8560;Tidak ada
8561;Tidak ada
8562;Tidak ada
8563;Baik
8564;Baik
8565;Baik
8566;Tidak perlu kritik saya hanya butuh nilai
8567;baik
8568;tidak ada
8569;tidak ada
8570;tidak ada
8571;tidak ada
8572;tidak ada
8573;tidak ada
8574;Dosen yang baik
8575;Dosen yang baik
8576;Dosen yang baik
8577;Dosen yang baik
8578;Dosen yang baik
8579;cukup baik
8580;Dosen yang baik
8581;Dosen yang baik
8582;dosen yang baik
8583;Terimakasih atas ilmunya
8584;Terimakasih atas ilmunya
8585;Terimakasih atas ilmunya
8586;Terimakasih atas ilmunya
8587;Dosen yang selalu tepat waktu kalau meet 
8588;Terimakasih atad ilmunya
8589;Terima kasih bu
8590;Baik
8591;Baik
8592;Baik
8593;Baik
8594; 
8595; 
8596; 
8597; 
8598;dosen hanya mengadakan 5 perkuliahan, sering absen, dan mengabaikan mahasiswa di grup percakapan
8599;sangat baik
8600;sangat baik
8601;sangat baik
8602;-
8603;a
8604;a
8605;so far so good
8606;so far so good
8607;so far so good
8608;so far so good
8609;so far so good
8610;so far so good
8611;so far so good
8612;so far so good
8613;a
8614;Tetap seperti ini ya pak, Terima Kasih
8615;a
8616;a
8617;Saya tidak bisa menyarankan apa apa bu, buat saya ibu sudah maksimal mengajar nya Terima Kasih bu
8618;-
8619;Tidak ada
8620;semua sangat baik, mantap
8621;baik
8622;Baik
8623;Good
8624;Mohon untuk ditingkatkan dalam proses belajar mengajar
8625;harus di tingkatkan perkuliahan tatap muka rutin sesuai jadwal
8626;penyapaiaanya sudah lugas dan mudah dimengeri
8627;lebih kepada praktek di lab mungkin bisa diusulkan alau pandemi
8628;sangat baik dalam mengajar
8629;Baik. Terima kasih
8630;Semoga terus seperti ini sehingga mahasiswa akan lebih mudah berinteraksi. Terima kasih
8631;Cukup. Terima kasih
8632;Semoga kedepannya lebih baik lagi . Terima kasih
8633;Semoga kedepannya lebih baik lagi. Terima kasih
8634;Baik
8635;Sdah baik semua
8636;Tidak ada kritik
8637;Baik
8638;Cukup baik
8639;      
8640;    
8641;      
8642;Sangat baik,dan mudah dimengerti. Terima kasih.
8643;Terima kasih.
8644;Jarang ada komunikasi dengan mahasiswa. Saran semoga kedepannya lebih bisa komunikasi terkait hal apapun termasuk tugas dll
8645;Sudah sangat baik terkait penyampaian materi dan juga komunikatif dengan mahasiswa jadi enak kalo ada apa apa
8646;Sejauh ini sudah cukup baik
8647;Lebih komunikatif lagi dengan mahasiswanya
8648;Kurang komunikatif dengan mahasiswanya. Kedepannya semoga bisa lebih komunikatif dan kalau bisa ada pertemuan lewat zoom
8649;Sudah cukup baik sejauh ini dalam hal mengajar dan menyampaikan materi
8650;Sudah sangat baik dalam hal mengajar dan menyampaikan materi
8651;Lebih ditingkatkan lagi dalam hal mengajarnya. Sejauh ini sudah baik
8652;Lebih ditingkatkan lagi dalam hal mengajarnya, sejauh ini sudah baik
8653;Tidak ada
8654;Tidak ada
8655;Tidak ada
8656;Tidak ada
8657;Tidak ada
8658;Tidak ada
8659;Tidak ada
8660;Sudah cukup baik
8661;Sudah cukup baik
8662;baik
8663;Tidak ada
8664;Tidak ada
8665;Sudah cukup baik
8666;Sudah cukup baik
8667;Sudah cukup baik
8668;`
8669;Sangat baik dan mudah untuk dimengerti
8670;"sangat baik dan bagus<br />
"
8671;Baik
8672;Jarang ada meet, semoga kedepanya bisa lebih baik
8673;Materi yang bapak sampaikan sangat baik, tetapi suara yang terlalu cepat, semoga kedepannya bisa lebih baik lagi
8674;Materi yg disampaikan baik, tapi waktu pengajaran terlalu singkat 
8675;Suara penyampaian kurang jelas, semoga kedepannya bisa diperjelas lagi
8676;Tidak ada
8677;Suara terlalu cepat dalam menjelaskan, semoga kedepannya bisa diperjelas dan bisa lebih baik
8678;Materi yg disampaikan baik tapi suara agak terlalu kecil, semoga kedepannya bisa lebih jelas penyampaiannya
8679;Agar bisa memberi tau jika ada meet di grup whatsapp
8680;Good
8681;Terima kasih atas ilmu yang bapak berikan. Semoga kedepannya ilmu ini bisa bermanfaat. Aminn
8682;Terima kasih atas ilmu yang bapak berikan. Semoga kedepannya ilmu ini bisa bermanfaat. Aminn
8683;Terima kasih atas ilmu yang bapak berikan. Semoga kedepannya ilmu ini bisa bermanfaat. Aminn
8684;Terima kasih atas ilmu yang bapak berikan. Semoga kedepannya ilmu ini bisa bermanfaat. Aminn
8685;Terima kasih atas ilmu yang bapak berikan. Semoga kedepannya ilmu ini bisa bermanfaat. Aminn
8686;Sangat baik, terima kasih.
8687;Sangat baik, terima kasih.
8688;Sangat baik, terima kasih.
8689;Terima kasih pak, sudah memperdalam pengetahuan kami mengenami manajemen dan sub sistem lainnya.
8690;dosen yang sangat sabar dan  komunikatif. terima kasih
8691;Belajar dengan beliau , membuat saya membuka mindset seluas - luasnya . Terima kasih Pak
8692;cuma beberapa kali pertemuan
8693;dosennya baik
8694;"penjelasan detail<br />
"
8695;baik
8696;baik
8697;"Penyampain materi yang jelas kepada mahasiswa<br />
"
8698;"Penyampaian materi yang sangat baik<br />
"
8699;materi yang sudah diberikan semua sangat mudah dipahami
8700;Cara mengajar yang sangat baik, mau menerima masukan dari Mahasiswa, Keren.
8701;Terima kasih
8702;Baik
8703;Nice Dosen
8704;Dosen yang sangat tegas dan disiplin, bagus untuk masa depan mahasiswa.
8705;Cara belajar dosen nya menarik, tidak ketinggalan zaman, Modern.
8706;Baik.
8707;Dosennya baik, dan peduli terhadap nilai Mahasiswa
8708;Dosennya Baik
8709;dd
8710;f
8711;ff
8712;dd
8713;ddd
8714;nice
8715;Good 
8716;Dosen yang sangat baik, mengerti akan keadaan seorang siswa, terimakasih pak indra, matursuwun yo
8717;.
8718;.
8719;.
8720;.
8721;Kelasnya asik
8722;Dosennya Tegas
8723;kelasnya asik
8724;-
8725;-
8726;Bagus
8727;Bagus
8728;Baik
8729;Bagus
8730;baik
8731;tanggal absen dan due date tugas sering tidak sesuai dengan jadwal yang seharusnya
8732;tetap semangat pak!
8733;menurut saya Bu Anindya seorang dosen yang profesional dan cukup disiplin dan penuh pengertian. saya senang bisa belajar dengan beliau. terima kasih bu Anindya!
8734;Cukup
8735;Cukup
8736;Cukup
8737;Cukup
8738;Cukup
8739;Cukup
8740;Cukup
8741;Cukup
8742;.
8743;-
8744;-
8745;-
8746;-
8747;-
8748;BAGUS
8749;terima kasih pak
8750;cukup
8751;Sangat inspiratif 
8752;Lanjutkan pak
8753;Dosennya baik banget 
8754;Keren
8755;Sementara belum ada kritik dan saran 
8756;Dosennya rajin
8757;Dosennya sangat menginspirasi 
8758;Semoga ke depannya, materinya dapat ditambahkan.
8759;Semoga ke depannya, materinya dapat ditambahkan.
8760;Semoga ke depannya, materinya dapat ditambahkan.
8761;Semoga ke depannya, materinya dapat ditambahkan.
8762;Semoga ke depannya, materinya dapat ditambahkan.
8763;Semoga ke depannya, materinya dapat ditambahkan.
8764;Semoga ke depannya, materinya dapat ditambahkan.
8765;Terima kasih
8766;Mantap
8767;Sukses selalu
8768;Semoga menjadi lebih baik
8769;Terimakasih Pak
8770;Sangat baik
8771;Sangat baik
8772;Sangat baik
8773;Sangat baik
8774;Sangat baik
8775;Cukup
8776;Lebih baik lagi
8777;Untuk pembelajaran online kurang dimengerti bagian praktikum
8778;baik
8779;baik
8780;Lebih baik lagi dalam memberi materi
8781;insyaAllah bisa lebih baik
8782;-
8783;-
8784;-
8785;-
8786;-
8787;"-<br />
"
8788;-
8789;Lebih fokus pembahasan ke matakuliah dengan keterangan lebih banyak
8790;Waktu pertemuan tatap muka mahasiswa perlu ditambahkan 
8791;Pada bagian penjelasan mungkin perlu ditambahkan analogi dan lebih bahasa awam
8792;The best dah pokoknya!
8793;Mungkin penjelasannya bisa dibuat lebih dimengerti mahasiswa
8794;Sangat bagus
8795;sudah baik
8796;Dosen kompeten
8797;Dosen sangat kompeten
8798;Dosen kompeten dan fleksibel
8799;Sangat kompeten
8800;Dosen yang kompeten untuk saya mahasiswa yang kurang tanggap
8801;Ditingkatkan
8802;Mantap
8803;Mantap
8804;Semoga semakin baik lagi
8805;Penjelasan harus lebih mudah dipahami
8806;Sangat vaik
8807;Tidak ada absen dan tugas, uts uas dadakan
8808;Sangat baik
8809;Banyak mahasiswa yg kurang memahami penjelasan dosen
8810;cukup
8811;cukup baik
8812;terima kasih pak
8813;terima kasih pak
8814;terima kasih pak
8815;pemberian materi pada elearning kadang telat, semoga kedepannya bisa tepat waktu.
8816;materi yang disampaikan mengajarkan untuk saling berbagi.
8817;materi yang disampaikan baik dan dosen bersedia memberikan waktu diluar jam kuliah untuk menerangkan materi yang tidak dipahami mahasiswa
8818;Materi yang disampaikan cukup baik
8819;Cara penyampaiannya sangat menarik dan tidak membosankan
8820;"penyampaian materinya menarik.<br />
tugas/kuis diberikan banyak waktu sehingga tidak terlalu menekan mahasiswa kelas karyawan untuk segera mengumpulkan tugasnya."
8821;Kegiatan pembelajaran cukup baik
8822;mantap pak
8823;baik
8824;Ok
8825;Ok
8826;Ok
8827;Ok
8828;Ok
8829;Ok
8830;BAIK BANGETTTT
8831;BAIK DALAM MENJELASKAN
8832;SANGAT BAIK
8833;dosen menerangkan dengan sangat baik 
8834;dosen menerangkan dengan sangat baik 
8835;dosen menerangkan dengan sangat baik 
8836;dosen menerangkan dengan sangat baik 
8837;dosen menerangkan dengan sangat baik
8838;cukup baik 
8839;sudah baik pengarajannya
8840;sudah baik pengajarannya
8841;Dosen nya rajin 
8842;baik
8843;dosen sangat aktif dalam berkomunikasi dan interaksi dengan mahasiswa
8844;"Kejelasan dalam penyampaian materi untuk pak alexander<br />
"
8845;jelas dan terperinci cara penjelasan
8846;baik
8847;baik dan sangat detail
8848;mantap
8849;Good
8850;Kepada Ibu Dosen Anggun Puspitasari, S.I.P, M.Si, Saya ucapkan terimakasih atas ilmu yang telah diberikan oleh ibu, 
8851;Kepada Ibu Dosen Lies Andayani, S.Pd., M.Pd., Saya ucapkan terimakasih atas ilmu yang telah diberikan oleh ibu, 
8852;Penjelasan materinya mungkin lebih diperbanyak untuk komunikasi 2 arahnya, agar mahasiswa lebih aktif berinteraksi
8853;Dosen sangat baik dan materi yang diberikan mudah dipahami, dan sangat menyenangkan untuk berinteraksi
8854;Dalam memberikan nilai dalam tugas sulih dipahami, karena sudah merasa benar dalam mengerjakan tugas
8855;mantap
8856;baik
8857;Dosen sudah baik dalam memberikan bimbingan dan menyampaikan materi pembelajaran
8858;Lebih baik lagi dari yang sebelumnya, dan tetap memberikan yang terbaik
8859;baik
8860;baik dan jelas
8861;baik 
8862;baik dalam penjelasan secara langsung ke mahasiswa 
8863;baik
8864;"baik<br />
"
8865;baik dalam pengajaran materi
8866;baik dalam pengajaran dan pemahaman materi perkuliahan
8867;Mungkin perlu banyak pendekatan?
8868;Mungkin perlu untuk lebih banyak komunikasi aja sih
8869;Tepat waktu sekali
8870;Untuk pengajaran tidak ada masalah, tapi diluar jam kuliah dosen agak susah dihubungi
8871;Dosen sangat baik 
8872;Dosen sudah cukup baik
8873;lebih ada contoh soal yg mirip dengan soal
8874;baik
8875;baik
8876;cukup
8877;baik
8878;cukup baik
8879;sangat baik
8880;Semoga kedepan nya lebih baik dalam membimbing mahasiswa dalam pengajar an 
8881;Terima kasih
8882;dosen ini sangat baik dan peduli terhadap mhs nya
8883;menurut saya kurang jelas 
8884;sebenarnya responsinves tapi hanya di gruo
8885;baik dan sudah cukup untuk saya
8886;Semua sangat baik, Terima kasih banyak...
8887;Semua sangat baik, Terima kasih banyak...
8888;Semua sangat baik, Terima kasih banyak...
8889;.
8890;Semua sangat baik, Terima kasih banyak...
8891;Semua sangat baik, Terima kasih banyak...
8892;Good Leacture
8893;Semoga kedepannya lebih baik lagi
8894;Kedepannya bisa lebih baik lagi
8895;materi yang diberikan di elearning semoga jangan materi tahun lalu, dan bisa di refresh
8896;Semoga kedepannya bisa lebih interaktif lagi dengan quiz quiz yang menarik
8897;Sejauh ini paham dengan pengajaran dosen, namun dikarenakan tidak praktek di lab sehingga kurang efektif pelajarannya
8898;Semoga kedepannya lebih baik lagi, semangat
8899;-
8900;-
8901;Tidak ada
8902;dosennya baik, tapi kurang dalam memberikan materi
8903;tidak ada
8904;Sudah baik
8905;Sudah baik
8906;Sudah baik
8907;Sudah baik
8908;Sudah baik
8909;Sudah baik
8910;Sudah baik
8911;the best lecturer ever
8912;Sudah baik
8913;Sudah baik
8914;Bagus pokoknya
8915;baik
8916;baik
8917;baikk
8918;baikk
8919;lebih kurangnya seperti di angket
8920;lebih kurangnya seperti di angket
8921;lebih kurangnya seperti yang terisi di angket
8922;baik dan interaktif
8923;baik dan interaktif
8924;Tidak ada
8925;Baik , dan sangat mudah dalam memberikan materi kepada mahasiswa
8926;lebihh semnagat lagi pakk
8927;mantapp
8928;Selalu tambah baik
8929;Selalu tambah baik
8930;Tambah baik lagi
8931;Harus lebih baik lagi
8932;Harus lebih baik lagi
8933;Harus lebih baik lagi
8934;Harus lebih baik lagi
8935;Harus lebih baik lagi
8936;Sudah cukup baik 
8937;Harus lebih baik lagi
8938;Pak Bima Cahya Putra sangat baik dan bisa mengajarkan kami dengan jelas
8939;Dosen Pembimbing KKN saya Bu Ika, Beliau sangat baik. Terima kasih bu sudah membimbing dan memberikan semangat agar saya bisa cepat selesai kuliahnya
8940;Dosen pembimbing KKP saya Bu Reva. Beliau sangat baik dan bisa menjadi penyemangat saya dalam mengerjakan KKP
8941;Semangkat pak saran saya ajarin desain 3D pak hehhe makasih pak 
8942;dosen sangat baik dan tepat dalam pengajaran
8943;dosen sangat baik dan tepat dalam pengajaran
8944;Sdh snvt bagus
8945;dosen sangat baik dan tepat dalam pengajaran
8946;dosen sangat baik dan tepat dalam pengajaran
8947;Sdh sngt bagus
8948;dosen sangat baik dan tepat dalam pengajaran
8949;dosen sangat baik dan tepat dalam pengajaran
8950;Sangat bagus
8951;dosen sangat baik dan tepat dalam pengajaran
8952;dosen sangat baik dan tepat dalam pengajaran
8953;dosen sangat baik dan tepat dalam pengajaran 
8954;Sangat baik
8955;Baik
8956;Baik
8957;.
8958;.
8959;.
8960;Tidak ada kritik dan saran.
8961;Tidak ada kritik dan saran.
8962;Tidak ada kritik dan saran.
8963;Penyampaian materi terlalu lambat, agar kedepannya bisa dipercepat/sesuaikan
8964;Tidak ada kritik dan saran.
8965;Mudah dimengerti apa yang di jelaskan
8966;Tidak ada kritik dan saran.
8967;Tidak ada kritik dan saran.
8968;Tidak ada kritik dan saran.
8969;Baik, Akan lebih baik kalo ada belajar tatap muka 
8970;Sangat membantu mahasiswa dalam belajar
8971;Sangat bagus dan empati yang luar biasa terhadap mahasiswa
8972;Sangat bagus
8973;Sangat bagus
8974;Beliau sangat inpiratif
8975;----------
8976;-----
8977;Terima kasih
8978;Terima kasih
8979;semoga saya lulus di TA 
8980;Terima kasih
8981;Terima kasih
8982;Terima kasih
8983;saya sdh mengerjakan tugas2 sampai mengerjakan uts dan uas
8984;oke
8985;siap
8986;oke
8987;Terima kasih
8988;oke
8989;ok
8990;ok
8991;Dosen ter debest
8992;Cukup baik dalam menfahar
8993;Lebih baik lagi dari yang sebelumnya, dan tetap memberikan yang terbaik
8994;Dosen yg cukup handal dan baik terhadap mahasiswa
8995;jika memberikan tugas terkadang waktu terlaku mepet padahal dikelas karyawan 
8996;Jadi lebih baik
8997;Selalu yang terbaik
8998;tidak ada
8999;tidak ada
9000;.
9001;.
9002;.
9003;.
9004;.
9005;.
9006;sudah baik
9007;sudah baik
9008;sudah baik
9009;sudah baik
9010;sudah baik
9011;sudah baik
9012;Pak Hesti merupakan sosok dosen yang luar biasa, yang mampu membuka mata mahasiswa pentingnya Budi Pekerti luhur secara pragmatis. Semoga sukses selalu. Terima kasih, Pak.
9013;Pak Dian, sosok dosen yang mampu menyampaikan setiap poin materi dengan sangat baik dan detil. Selalu memberikan saran dan mengingatkan mahasiswa pentingnya disiplin. Semoga selalu menjadi teladan dan panutan, pak Dian. Terima kasih.
9014;Pak Jan, menyampaikan setiap poin dengan sangat baik. Beliau melakukan hal extra untuk membuat mahasiswa memahami materi yang disampaikan. Selalu penuh antusiasme. Semoga selalu menjadi teladan dan panutan, pak Jan. Terima kasih.
9015;Pak Agung sudah baik dalam mengajar, cara penyampaiannya juga baik, elearning-nya rapi dan enak dilihat (materi, tugas). Jika ada kelas Pak Agung lagi saya dengan senang hati akan mengambil kelas Pak Agung.
9016;Sangat Baik, semoga selalu barokah pak Zaqi. Terima kasih.
9017;Semoga selalu menjadi teladan, Ibu. Terima kasih.
9018;sudah sangat bagus pembelajaran dari pak acmad, TerimaKasih banyak pak
9019;Kinerja dosen sangat bagus 
9020;Dosen jarang menyelengarakan meeting 
9021;Untuk e learning tidak pernah diupload pas upload sudah mau uas jadinya sulit
9022;Kadang2 dosen hanya menjelaskan sebentar saja tidak menjelaskan materi
9023;Bagus untuk ketepatan dosennya kadang2 dosen gak pernah ada meeting sama sekali 
9024;Semoga Pak Sobri panjang umur dan sehat selalu
9025;Semoga Pak Achmad Ardiansyah panjang umur dan sehat selalu
9026;Semoga Pak Agung panjang umur dan sehat selalu
9027;Semoga Pak Arief Wibowo panjang umur dan sehat selalu
9028;Semoga Pak Asep panjang umur dan sehat selalu
9029;Akreditasi di tingkatkan menjadi A
9030;Akreditasi di tingkatkan menjadi A
9031;Akreditasi di tingkatkan menjadi A
9032;Akreditasi di tingkatkan menjadi A
9033;Akreditasi di tingkatkan menjadi A
9034;Akreditasi di tingkatkan menjadi A
9035;Semoga Pak A. Aditya panjang umur dan sehat selalu
9036;Akreditasi di tingkatkan menjadi A
9037;Semoga Ibu Nurwati panjang umur dan sehat selalu 
9038;Akreditasi di tingkatkan menjadi A
9039;Mudah dimengerti saat memberikan materi pelajaran
9040;Mudah dimengerti saat memberikan materi pelajaran
9041;Mudah dimengerti saat memberikan materi 
9042;Baik dalam memberikan materi
9043;Mudah mengerri dalam memberikan materi
9044;"kesediaan/kepedulian dosen untuk memberi perhatian kepada mahasiswa<br />
"
9045;Mantap pak 
9046;materi mudah dipahami, namun kurangnya pertemuan secara vicon, jadi ada beberapa praktek yang sulit dimengerti
9047;penjelasan materi mendetail dan mudah dipahami, interaksi dosen dan mahasiswa juga cukup aktif
9048;Penjelasan materi mudah dipahami
9049;Penjelasan materi sangat mendetail, namun ada beberapa mahasiswa yang tidak bisa mengejar ketinggalan materi
9050;Penjelasan materi mudah dipahami
9051;mungkin bisa memperbanyak interaksi antara dosen dan mahasiswa agar kelas menjadi lebih aktif
9052;penjelasan materi mudah dipahami
9053;pembahasan dan pemberian materi dari dosen baik dan bagus
9054;materi baik, namun terkadang penjelasan dosen terlalu datar sehingga membuat cepat bosan
9055;materi lengkap namun ketika dosen menjelaskan agak datar dan membosankan
9056;penjelasan materi bagus dan baik namun terlalu mengacu ke teori sehingga agak membosankan
9057;penjelasan yang sangat bagus dan materi yang tidak membosankan 
9058;penjelasan baik namun untuk materi kadang kurang lengkap 
9059;Semua sangat baik
9060;baiik
9061;Terima kasih banyak. 
9062;Terima kasih banyak. 
9063;Terima kasih banyak. 
9064;Terima kasih banyak. 
9065;Terima kasih banyak. 
9066;Terima kasih banyak. 
9067;Terima kasih banyak. 
9068;Terima kasih banyak. 
9069;Baik
9070;Baik
9071;Cukup baik
9072;Baik
9073;Baik
9074;Cukup baik
9075;Terima kasih Pak Hadidtyo Wisnu Wardani, S.Kom., M.Kom.
9076;Terima kasih Pak Rizky Pradana, S.Kom., M.Kom.
9077;Terima kasih Pak Basuki Hari Prasetyo, S.Kom., M.Kom.
9078;Terima kasih Pak Dr. Mohammad Syafrullah, M.Kom, M.Sc
9079;Terima kasih Pak Dr. Indra, S.Kom., M.T.I
9080;Terima kasih Bu Reva Ragam Santika, S.Kom., M.M., M.Kom
9081;Terima kasih Pak Dr. Deni Mahdiana, S.Kom., M.M., M.Kom
9082;Terima kasih Pak Dr. Ir. Jan Everhard Riwurohi, M.T
9083;.
9084;Sangat mengajarkan arti berbagi
9085;Sangat interaktif kpd mahasiswa
9086;.
9087;Sangat interaktif dgn mahasiswa
9088;Ibu dosen yang sangat mengertin mahasiswa
9089;Dosen yang mengerti mahasiswanya
9090;Semoga banyak dosen seperti beliau
9091;Lebih mengerti kepada mahasiswa apalagi yg status karyawan. 
9092;Terimakasih pak atas ilmunya ¿¿¿¿
9093;Terimakasih bu Nurwati atas ilmunya
9094;a
9095;Terimakasih pak aditiya atas nilainya¿¿¿¿
9096;Untuk jam tatap muka online ditingkatkan
9097;Tingkatkan
9098;Tigkatkan
9099;Tingkatkan
9100;Tingkatkan
9101;Tingkatkan
9102;Tingkatkan
9103;Tingkatkan
9104;Terimakasih
9105;Terimakasih
9106;Terimakasih
9107;Terimakasih
9108;Terimakasih
9109;Dosen pembimbing bukan pak adi, ada dosen pengganti nya. respon nya lambat dan cara menjelaskannya kurang baik agak sulit di mengerti oleh mahasiswa
9110;Tetap pertahanankan cara mengajar Pak Sukjani sangat baik
9111;Sangat baik dosen cara mengarajakannya
9112;Dosen terkadang tidak tepat untuk memberikan pejaran dan absensi, jadi sebagai mahasiswa untuk absensi sesekali terlambat karna disaat hari pembelajaran belum bisa absen.
9113;Untuk mempertahankan metode pembelajarannya.
9114;Untuk mempertahankan metode pembelajarannya.
9115;Untuk mempertahankan metode pembelajarannya.
9116;Untuk mempertahankan metode pembelajarannya.
9117;Untuk mempertahankan metode pembelajarannya.
9118;Untuk mempertahankan metode pembelajarannya.
9119;"Untuk mempertahankan metode pembelajarannya.<br />
"
9120;Metode pengajaran masih monoton, saran agar lebih kreatif menciptakan suasana kelas yang fun and happy agar mahasiswa lebih termotivasi mengikuti kelas tersebut.
9121;Dalam pembelajaran nya terstruktur membantu saya lebih mudah mengerti mata kuliah tsb, sangat baik :)
9122;Dozen nya asik Dan seru dengan metode pembelajaran nya
9123;Sudah sangat baik
9124;Gaya pengajaran masih monoton, saran agar lebih interaktif kreatif efektif komunikatif dalam pengajaran agar mahasiswa lebih mudah mengerti dalam pembelajaran
9125;Sangat baik
9126;Overall sangat baik
9127;baik dan interaktif
9128;baik dan interaktif
9129;baik dan interaktif
9130;baik dan interaktif
9131;baik dan interaktif
9132;baik dan interaktif
9133;-
9134;-
9135;-
9136;-
9137;-
9138;-
9139;-
9140;Pak Gandung sangat interaktif dalam mengajar dan menyampaikan teori
9141;Menurut saya akan lebih mudah dipahami apabila lebih banyak contoh soal yang dibahas bersama. Terimakasih Pak Peby
9142;Metode pengumpulan tugas yang harus dikirim via Email menurut saya sedikit kurang efektif pak, saya rasa akan lebih mudah apabila disediakan wadah pengumpulan via web learning saja. Terimakasih Pak Tatang 
9143;Untuk materi Arsitektur Komputer yang sifatnya lebih dominan teori, Pak Jan sangat interaktif dan mampu membuat saya terutama merasa ingin memahami materi yang disampaikan tidak sekedar membaca teks. Terimakasih Pak Jan
9144;Saya merasa sangat terbantu dengan materi yang disampaikan Pak Sjukani. Semoga sehat selalu supaya tetap bisa menyampaikan ilmu ke mahasiswa di generasi berikutnya. Amin
9145;-
9146;-
9147;-
9148;-
9149;-
9150;Terima kasih atas bimbingannya
9151;Terima kasih atas bimbingannya
9152;Terima kasih atas bimbingannya
9153;Terima kasih atas bimbingannya
9154;Terima kasih atas bimbingannya
9155;Terima kasih atas bimbingannya
9156;Terima kasih atas bimbingannya
9157;Terima kasih atas bimbingannya
9158;Semoga bisa lebih baik lagi dalam mengajar dan menerangkan materi supaya mahasiswa dapat memahami dengan benar isi materi tersebut
9159;Semoga bisa lebih baik lagi dalam mengajar dan menerangkan materi supaya mahasiswa dapat memahami dengan benar isi materi tersebut
9160;Tidak ada
9161;Tidak ada
9162;Lebih ditingkatkan lagi yang sudah bagus menjadi lebih bagus
9163;sudah bagus dan harus dipertahankan
9164;sudah bagus dan harus dipertahankan
9165;sudah bagus dan harus dipertahankan
9166;sudah bagus dan harus dipertahankan
9167;sudah bagus dan harus dipertahankan
9168;sudah bagus dan harus dipertahankan
9169;Soal yang di berkan dosen agak kurang jelas sehingga banyak mahasiswa agak ragu untuk menjawab soal ujian
9170;Soal ujian yang diberikan terkadang kurang spesifik atau kurang jelas, sehingga membuat mahasiswa ragu untuk menjawab
9171;"Penyampaian pelajaran cukup jelas hanya saja terkadang agak sedikit kurang bisa dipahami karena bahasa penyampaian dosen  yang agak belogat bahasa daerah.<br />
Atau mungkin saya yang kurang memperhatikan<br />
<br />
Terima kasih"
9172;makasih pak
